Fid,CDate,Precipitation,Humidity,WindSpeed,WeatherCondition,AvgTemp,AvgTempUncertainty,City,Country,Latitude,Longitude,Season,Crop,Label,Results
203.205.191.21-10.42.0.211-80-47108-6,18-02-22,8.390465743,54.06043866,11.99958277,Rain,16.602,0.255,Ãorum,Turkey,40.99N,34.08E,Kharif     ,Castor seed,1,1
208.80.154.224-10.42.0.211-443-48801-6,19-02-22,0.0,33.59186168,5.17057728,Rain,10.925,0.255,Ãorum,Turkey,40.99N,34.08E,Kharif     ,Dry chillies,0,0
180.149.136.194-10.42.0.211-80-42382-6,20-02-22,6.7690841520000005,94.1068256,9.121716581,Cloudy,4.663,0.212,Ãorum,Turkey,40.99N,34.08E,Kharif     ,Groundnut,1,1
180.149.136.247-10.42.0.211-80-48640-6,21-02-22,0.0,82.80348108,15.09024493,Cloudy,-1.696,0.379,Ãorum,Turkey,40.99N,34.08E,Kharif     ,Horse-gram,0,0
10.42.0.211-10.42.0.1-8444-53-17,22-02-22,0.0,92.23703307,14.26516846,Partly Cloudy,-2.917,0.395,Ãorum,Turkey,40.99N,34.08E,Kharif     ,Jowar,0,0
183.79.250.123-10.42.0.211-443-35960-6,23-02-22,0.0,42.86115313,6.355852683999999,Partly Cloudy,-3.07,0.924,Ãorum,Turkey,40.99N,34.08E,Kharif     ,Maize,0,0
172.217.10.227-10.42.0.151-80-51545-6,24-02-22,3.9808947139999997,69.23104537,1.980056817,Snow,3.265,0.649,Ãorum,Turkey,40.99N,34.08E,Kharif     ,Moong(Green Gram),1,1
172.217.12.142-10.42.0.211-443-38526-6,25-02-22,3.716861195,73.70483419,11.042555300000002,Partly Cloudy,9.531,0.242,Ãorum,Turkey,40.99N,34.08E,Kharif     ,Niger seed,0,0
10.42.0.42-111.206.25.159-60861-80-6,26-02-22,0.0,72.88532249,2.9216585680000002,Rain,13.440999999999999,0.391,Ãorum,Turkey,40.99N,34.08E,Kharif     ,Onion,1,1
180.149.134.221-10.42.0.211-80-39627-6,27-02-22,0.0,41.22637621,14.74543233,Cloudy,16.289,0.217,Ãorum,Turkey,40.99N,34.08E,Kharif     ,Other Kharif pulses,0,0
10.42.0.211-50.16.220.202-33413-443-6,28-02-22,2.80151848,33.80583803,0.191110633,Partly Cloudy,19.45,0.349,Ãorum,Turkey,40.99N,34.08E,Kharif     ,Potato,1,1
10.42.0.211-111.1.17.152-40151-8077-6,29-02-2022,0.0,49.52446219,3.237091558,Rain,18.585,0.32,Ãorum,Turkey,40.99N,34.08E,Kharif     ,Ragi,0,0
180.163.15.184-10.42.0.151-80-56666-6,01-03-22,0.0,75.31181488,11.42761932,Snow,15.322000000000001,0.35200000000000004,Ãorum,Turkey,40.99N,34.08E,Kharif     ,Rice,1,1
172.217.6.206-10.42.0.151-443-53610-6,02-03-22,0.0,39.75204994,18.13238442,Snow,12.032,0.345,Ãorum,Turkey,40.99N,34.08E,Kharif     ,Sesamum,1,1
10.42.0.151-52.84.29.154-43876-443-6,03-03-22,0.0,46.08692385,19.06214376,Cloudy,7.106,0.193,Ãorum,Turkey,40.99N,34.08E,Kharif     ,Small millets,0,0
10.42.0.211-10.42.0.1-15202-53-17,04-03-22,0.0,80.18180582,18.46905582,Sunny,1.268,0.298,Ãorum,Turkey,40.99N,34.08E,Kharif     ,Sunflower,1,1
202.77.129.161-10.42.0.211-80-32890-6,05-03-22,0.0,56.60684098,15.72265704,Cloudy,-0.976,0.271,Ãorum,Turkey,40.99N,34.08E,Kharif     ,Urad,0,0
10.42.0.151-13.32.250.220-50409-443-6,06-03-22,3.483203974,74.18735652,13.41137091,Cloudy,5.976,0.556,Ãorum,Turkey,40.99N,34.08E,Rabi       ,Dry chillies,0,0
10.42.0.211-104.192.110.245-58993-80-6,07-03-22,0.0,37.68273827,4.11140825,Cloudy,4.531000000000001,0.18,Ãorum,Turkey,40.99N,34.08E,Rabi       ,Gram,1,1
216.58.219.206-10.42.0.211-443-39477-6,08-03-22,0.0,65.24387678,5.655985332999999,Rain,9.523,0.35100000000000003,Ãorum,Turkey,40.99N,34.08E,Rabi       ,Groundnut,1,1
172.217.7.196-10.42.0.42-443-49230-6,09-03-22,0.0,77.55228566,4.323951883,Snow,14.001,0.263,Ãorum,Turkey,40.99N,34.08E,Rabi       ,Horse-gram,0,0
172.217.11.14-10.42.0.151-443-42946-6,10-03-22,9.248530623999999,79.20745269,14.40665997,Sunny,17.022000000000002,0.23,Ãorum,Turkey,40.99N,34.08E,Rabi       ,Jowar,1,1
10.42.0.151-10.42.0.1-40986-53-17,11-03-22,0.0,88.16935107,0.992839615,Snow,20.119,0.28,Ãorum,Turkey,40.99N,34.08E,Rabi       ,Maize,0,0
219.142.78.217-10.42.0.42-80-51835-6,12-03-22,0.0,53.92163608,16.90947615,Partly Cloudy,20.639,0.3,Ãorum,Turkey,40.99N,34.08E,Rabi       ,Moong(Green Gram),1,1
172.217.3.106-10.42.0.211-443-52635-6,13-03-22,0.0,87.26789649999999,15.75469479,Sunny,14.284,2.544,Ãskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Onion,0,0
180.96.74.33-10.42.0.211-80-51050-6,14-03-22,4.4945245830000005,37.6344148,0.903868407,Snow,10.072000000000001,1.964,Ãskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Other  Rabi pulses,1,1
10.42.0.211-64.71.142.124-45318-443-6,15-03-22,8.623526033,53.49416069,17.55462426,Sunny,0.516,2.05,Ãskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Ragi,0,0
10.42.0.211-111.1.17.152-46569-8077-6,16-03-22,0.0,59.01883213,12.47738318,Sunny,-9.128,2.612,Ãskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Rice,0,0
172.217.12.174-10.42.0.151-443-55207-6,17-03-22,0.0,36.5796294,12.68298078,Partly Cloudy,-16.125999999999998,2.89,Ãskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Sunflower,0,0
10.42.0.151-10.42.0.1-44065-53-17,18-03-22,0.631749049,64.32387572,13.15213572,Partly Cloudy,-15.276,2.9339999999999997,Ãskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Urad,0,0
10.42.0.211-10.42.0.1-11833-53-17,19-03-22,0.0,71.85630662,2.314573792,Sunny,-13.575999999999999,2.8960000000000004,Ãskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Wheat,0,0
172.217.11.3-10.42.0.151-443-41333-6,20-03-22,0.0,39.50127331,9.604383955,Rain,-8.088,2.6069999999999998,Ãskemen,Kazakhstan,50.63N,82.39E,Summer     ,Dry chillies,1,1
183.79.249.252-10.42.0.211-443-37117-6,21-03-22,1.733414306,83.97069299,5.3154572369999995,Rain,1.3719999999999999,2.734,Ãskemen,Kazakhstan,50.63N,82.39E,Summer     ,Jowar,1,1
202.77.129.185-10.42.0.42-80-52913-6,22-03-22,5.740402961,58.77328221,14.79264254,Snow,11.485,2.006,Ãskemen,Kazakhstan,50.63N,82.39E,Summer     ,Maize,0,0
10.42.0.211-10.42.0.1-56203-53-17,23-03-22,0.0,92.92574875,14.27324967,Snow,15.715,1.9280000000000002,Ãskemen,Kazakhstan,50.63N,82.39E,Summer     ,Onion,0,0
172.217.6.196-10.42.0.211-443-52656-6,24-03-22,0.0,56.87701678,2.796935918,Partly Cloudy,17.209,2.14,Ãskemen,Kazakhstan,50.63N,82.39E,Summer     ,Ragi,0,0
10.42.0.211-104.244.42.193-58109-80-6,25-03-22,4.611697508,35.24949575,7.406775359,Cloudy,16.09,1.7,Ãskemen,Kazakhstan,50.63N,82.39E,Summer     ,Rice,1,1
10.42.0.211-54.192.38.65-38001-443-6,26-03-22,0.0,42.1377751,18.64002709,Snow,8.709,2.081,Ãskemen,Kazakhstan,50.63N,82.39E,Summer     ,Sunflower,1,1
10.42.0.151-119.146.74.33-38816-443-6,27-03-22,0.0,91.08869111,8.233860775,Partly Cloudy,1.335,2.1069999999999998,Ãskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Arecanut,1,1
10.42.0.211-119.146.74.33-51082-443-6,28-03-22,0.0,49.91922053,1.9762989180000001,Snow,-7.0120000000000005,2.971,Ãskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Banana,1,1
10.42.0.151-23.208.31.187-37950-80-6,29-03-22,9.981918318,58.97924248,8.43996971,Sunny,-14.623,3.0589999999999997,Ãskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Black pepper,1,1
216.58.219.202-10.42.0.151-443-47455-6,30-03-22,0.0,37.60512371,5.888060105,Cloudy,-16.796,2.897,Ãskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Cardamom,0,0
10.42.0.151-10.42.0.1-29937-53-17,31-03-22,0.0,52.76163447,15.65828467,Sunny,-13.797,2.822,Ãskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Coconut ,1,1
174.35.73.98-10.42.0.42-80-59662-6,01-04-22,0.0,65.10592294,16.85837395,Sunny,-5.257000000000001,2.793,Ãskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Coriander,0,0
10.42.0.211-123.125.29.220-58306-80-6,02-04-22,0.0,68.50027623,10.82585355,Cloudy,2.244,2.6310000000000002,Ãskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Cotton(lint),0,0
10.42.0.211-66.198.24.250-51713-443-6,03-04-22,0.0,33.94997208,10.24701985,Cloudy,10.442,2.1519999999999997,Ãskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Dry ginger,0,0
10.42.0.211-10.42.0.1-46616-53-17,04-04-22,6.709266484,80.74172473,11.35463247,Sunny,16.415,1.871,Ãskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Garlic,1,1
10.42.0.211-52.84.1.220-52105-443-6,05-04-22,0.0,82.69214839,3.434222389,Rain,18.408,1.8030000000000002,Ãskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Sugarcane,0,0
10.42.0.211-10.42.0.1-58823-53-17,06-04-22,0.0,64.65295721,9.234768241,Sunny,15.687000000000001,2.012,Ãskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Tobacco,1,1
10.42.0.211-36.110.213.49-38230-80-6,07-04-22,0.0,88.76442536,11.35801158,Partly Cloudy,9.763,2.073,Ãskemen,Kazakhstan,50.63N,82.39E,Whole Year ,Turmeric,0,0
10.42.0.211-10.42.0.1-63384-53-17,08-04-22,0.0,86.24724365,16.14196695,Cloudy,0.836,2.115,Ãskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Arhar/Tur,1,1
10.42.0.211-10.42.0.1-45046-53-17,09-04-22,0.0,31.96456736,7.46975917,Cloudy,-8.82,2.7060000000000004,Ãskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Bajra,0,0
172.217.10.110-10.42.0.151-443-42080-6,10-04-22,3.7710961710000004,80.177125,9.402468361,Partly Cloudy,-16.118,3.387,Ãskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Castor seed,1,1
203.205.151.47-10.42.0.151-80-40771-6,11-04-22,0.0,78.29051988,12.15412019,Sunny,-17.997,2.86,Ãskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Dry chillies,1,1
172.217.10.42-10.42.0.211-443-60244-6,12-04-22,0.0,44.3258588,0.81493788,Rain,-16.465999999999998,3.0039999999999996,Ãskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Groundnut,0,0
172.217.12.170-10.42.0.42-443-32898-6,13-04-22,0.0,73.01446261,18.42344871,Partly Cloudy,-8.738,2.8160000000000003,Ãskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Horse-gram,1,1
216.58.219.194-10.42.0.151-443-57296-6,14-04-22,0.0,30.41079534,11.12288266,Snow,1.055,2.824,Ãskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Jowar,0,0
198.105.244.11-10.42.0.211-80-43533-6,15-04-22,0.0,76.50890925,2.371474347,Sunny,10.625,2.137,Ãskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Maize,0,0
172.217.6.234-10.42.0.211-443-54634-6,16-04-22,0.0,79.87812239,17.58601335,Partly Cloudy,17.647000000000002,2.254,Ãskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Moong(Green Gram),1,1
180.76.176.11-10.42.0.211-80-56151-6,17-04-22,7.720848512000001,72.48255034,17.71773479,Sunny,18.246,1.857,Ãskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Niger seed,1,1
182.22.24.124-10.42.0.211-443-55168-6,18-04-22,5.523946294,62.1657542,3.766437345,Cloudy,15.512,1.8130000000000002,Ãskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Onion,0,0
172.217.11.46-10.42.0.42-443-56997-6,19-04-22,1.8379739590000002,58.353295499999994,3.8320918880000003,Cloudy,8.937999999999999,1.8459999999999999,Ãskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Other Kharif pulses,1,1
203.205.147.229-10.42.0.211-80-51783-6,20-04-22,0.0,49.64931879,12.65821864,Rain,0.019,2.191,Ãskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Potato,0,0
10.42.0.211-106.11.92.16-35048-443-6,21-04-22,0.0,56.13644661,6.060393222,Snow,-8.655,2.638,Ãskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Ragi,1,1
172.217.6.227-10.42.0.151-443-46846-6,22-04-22,8.289746919,40.54857123,18.80809392,Partly Cloudy,-15.418,2.9730000000000003,Ãskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Rice,0,0
172.217.6.202-10.42.0.211-443-51691-6,23-04-22,0.461195984,83.68473767,14.51487085,Snow,-17.094,2.87,Ãskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Sesamum,1,1
216.58.219.238-10.42.0.151-443-56984-6,24-04-22,0.0,78.50098308,19.81687598,Partly Cloudy,-15.261,2.7880000000000003,Ãskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Soyabean,0,0
10.42.0.151-10.42.0.1-43285-53-17,25-04-22,0.0,36.15288389,8.237191631,Rain,-8.163,2.707,Ãskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Sunflower,1,1
180.149.136.194-10.42.0.211-443-35863-6,26-04-22,2.266770605,89.03863234,5.080073546,Snow,2.124,2.938,Ãskemen,Kazakhstan,50.63N,82.39E,Kharif     ,Urad,0,0
239.255.255.250-10.42.0.1-1900-45823-17,27-04-22,6.638644819,87.29749676,19.79507125,Partly Cloudy,11.454,2.449,Ãskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Dry chillies,1,1
136.142.2.3-0.95.2.0-0-0-0,28-04-22,0.0,82.32712677,6.513181684,Rain,16.62,3.002,Ãskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Gram,0,0
10.42.0.211-10.42.0.1-49271-53-17,29-04-22,0.0,60.83754771,6.253929222000001,Partly Cloudy,19.026,2.6210000000000004,Ãskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Groundnut,1,1
10.42.0.151-10.42.0.1-49232-53-17,30-04-22,0.0,95.0853227,12.78653404,Cloudy,16.15,1.7690000000000001,Ãskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Horse-gram,1,1
172.217.6.202-10.42.0.42-443-41785-6,01-05-22,0.0,36.17780606,4.0734260010000005,Partly Cloudy,10.19,1.944,Ãskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Jowar,0,0
10.42.0.211-10.42.0.1-47534-53-17,02-05-22,0.0,83.76646262,16.23798488,Snow,1.42,2.102,Ãskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Maize,0,0
10.42.0.211-34.199.147.230-36997-443-6,03-05-22,0.0,40.43547131,10.57906778,Partly Cloudy,-6.558,2.698,Ãskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Moong(Green Gram),0,0
172.217.10.138-10.42.0.211-443-35717-6,04-05-22,0.0,77.30234866,2.85573771,Sunny,-11.045,2.93,Ãskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Onion,1,1
10.42.0.211-10.42.0.1-14056-53-17,05-05-22,0.0,65.13917603,19.64285559,Snow,-15.182,2.9189999999999996,Ãskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Other  Rabi pulses,1,1
182.22.24.124-10.42.0.211-443-38542-6,06-05-22,0.0,91.19416125,2.513822404,Sunny,-15.575,2.889,Ãskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Ragi,1,1
10.42.0.151-74.125.22.188-33228-5228-6,07-05-22,7.012654746,95.58783506,19.40014208,Snow,-8.526,2.687,Ãskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Rice,1,1
203.205.158.60-10.42.0.42-80-51690-6,08-05-22,0.0,80.48768875,8.737726927999999,Snow,2.653,2.813,Ãskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Sunflower,1,1
10.42.0.211-104.192.108.27-42236-80-6,09-05-22,0.0,48.90525745,18.55472903,Snow,11.280999999999999,2.151,Ãskemen,Kazakhstan,50.63N,82.39E,Rabi       ,Urad,0,0
182.22.24.252-10.42.0.151-443-38594-6,10-05-22,0.0,40.43047394,17.69307628,Snow,17.752,1.85,Ãskemen,Kazakhstan,50.63N,82.39E,Summer     ,Dry chillies,1,1
151.101.1.140-10.42.0.151-443-33964-6,11-05-22,0.0,39.47467489,11.79919819,Partly Cloudy,17.72,1.901,Ãskemen,Kazakhstan,50.63N,82.39E,Summer     ,Jowar,0,0
10.42.0.211-10.42.0.1-5881-53-17,12-05-22,5.26684538,87.58879454,13.02525916,Rain,15.714,1.766,Ãskemen,Kazakhstan,50.63N,82.39E,Summer     ,Maize,0,0
10.42.0.211-77.234.41.79-44050-443-6,13-05-22,1.967677202,49.62729812,11.19863563,Cloudy,9.554,1.922,Ãskemen,Kazakhstan,50.63N,82.39E,Summer     ,Onion,0,0
10.42.0.211-104.192.110.245-59698-443-6,14-05-22,7.541420678,82.18019157,10.298839599999999,Partly Cloudy,0.919,2.213,Ãskemen,Kazakhstan,50.63N,82.39E,Summer     ,Ragi,1,1
10.42.0.1-10.42.0.42-53-61412-17,15-05-22,0.0,64.48633915,14.58071782,Partly Cloudy,13.317,0.825,Abohar,India,29.74N,73.85E,Summer     ,Rice,0,0
182.22.120.247-10.42.0.151-443-34852-6,16-05-22,0.0,79.52314156,8.583431968,Cloudy,11.595,0.441,Abohar,India,29.74N,73.85E,Summer     ,Sunflower,1,1
180.76.145.14-10.42.0.211-80-45132-6,17-05-22,0.0,94.48494336,17.23761145,Sunny,15.933,0.395,Abohar,India,29.74N,73.85E,Whole Year ,Arecanut,0,0
174.35.73.108-10.42.0.42-80-50357-6,18-05-22,5.443530461,52.60841117,14.270413399999999,Rain,20.452,0.45899999999999996,Abohar,India,29.74N,73.85E,Whole Year ,Banana,1,1
172.217.12.138-10.42.0.151-443-57624-6,19-05-22,0.0,54.0811081,15.67669336,Cloudy,24.947,0.375,Abohar,India,29.74N,73.85E,Whole Year ,Black pepper,0,0
172.217.9.238-10.42.0.151-443-42513-6,20-05-22,0.0,33.10329814,12.01670738,Sunny,34.905,0.42200000000000004,Abohar,India,29.74N,73.85E,Whole Year ,Cardamom,1,1
182.22.24.124-10.42.0.211-443-53489-6,21-05-22,0.0,57.30665132,15.21995331,Cloudy,34.199,0.465,Abohar,India,29.74N,73.85E,Whole Year ,Cashewnut,1,1
8.0.6.4-8.6.0.1-0-0-0,22-05-22,0.0,85.22102618,18.75209965,Cloudy,34.249,0.561,Abohar,India,29.74N,73.85E,Whole Year ,Coconut ,0,0
10.42.0.42-123.125.29.220-44796-80-6,23-05-22,0.0,34.44811489,7.237882012000001,Sunny,32.848,0.37,Abohar,India,29.74N,73.85E,Whole Year ,Coriander,1,1
10.42.0.211-10.42.0.1-23218-53-17,24-05-22,0.0,61.24679276,2.05270615,Partly Cloudy,29.974,0.27399999999999997,Abohar,India,29.74N,73.85E,Whole Year ,Cotton(lint),0,0
10.42.0.211-10.42.0.1-56851-53-17,25-05-22,2.812844675,61.479046200000006,12.23718415,Snow,25.421,0.342,Abohar,India,29.74N,73.85E,Whole Year ,Dry ginger,0,0
10.42.0.211-103.235.46.212-57627-443-6,26-05-22,0.783359567,83.50270166,10.54208348,Cloudy,18.734,0.369,Abohar,India,29.74N,73.85E,Whole Year ,Garlic,1,1
172.217.6.197-10.42.0.42-443-34142-6,27-05-22,6.697652367000001,39.22695373,12.32624331,Sunny,12.695,0.456,Abohar,India,29.74N,73.85E,Whole Year ,Sugarcane,1,1
222.73.28.96-10.42.0.211-80-58427-6,28-05-22,0.0,64.34792555,10.58462666,Partly Cloudy,12.152999999999999,0.501,Abohar,India,29.74N,73.85E,Whole Year ,Tobacco,0,0
10.42.0.211-10.42.0.1-1128-53-17,29-05-22,0.0,30.69939678,5.239779925,Rain,14.755999999999998,0.424,Abohar,India,29.74N,73.85E,Whole Year ,Turmeric,1,1
172.217.10.106-10.42.0.151-443-39370-6,30-05-22,2.4207694159999997,95.27598017,18.66197425,Sunny,21.535,0.52,Abohar,India,29.74N,73.85E,Kharif     ,Arhar/Tur,0,0
10.42.0.211-10.42.0.1-4071-53-17,31-05-22,0.0,75.2492685,11.62345429,Partly Cloudy,26.686999999999998,0.532,Abohar,India,29.74N,73.85E,Kharif     ,Bajra,1,1
10.42.0.211-54.192.38.18-39976-443-6,01-06-22,0.0,53.78583722,8.578527983999999,Snow,32.333,0.303,Abohar,India,29.74N,73.85E,Kharif     ,Castor seed,0,0
10.42.0.42-69.147.82.61-33337-443-6,02-06-22,0.0,57.46854747,17.36479777,Partly Cloudy,36.616,0.451,Abohar,India,29.74N,73.85E,Kharif     ,Gram,1,1
10.42.0.151-31.13.65.7-45502-443-6,03-06-22,0.0,92.58103103,4.679738833,Cloudy,33.225,0.512,Abohar,India,29.74N,73.85E,Kharif     ,Groundnut,0,0
172.217.10.106-10.42.0.211-443-35761-6,04-06-22,5.42896304,37.30459134,8.885714412999999,Sunny,31.211,0.653,Abohar,India,29.74N,73.85E,Kharif     ,Horse-gram,0,0
180.149.138.210-10.42.0.211-80-33259-6,05-06-22,0.115208714,77.42030173,17.41814573,Snow,29.423000000000002,0.303,Abohar,India,29.74N,73.85E,Kharif     ,Jowar,0,0
10.42.0.211-10.42.0.1-9064-53-17,06-06-22,0.0,50.28578055,16.92961586,Snow,25.065,0.42700000000000005,Abohar,India,29.74N,73.85E,Kharif     ,Maize,0,0
219.142.78.162-10.42.0.211-80-60550-6,07-06-22,2.329396299,70.89072702,18.30700867,Rain,18.01,0.46,Abohar,India,29.74N,73.85E,Kharif     ,Moong(Green Gram),0,0
8.0.6.4-8.6.0.1-0-0-0,08-06-22,0.0,86.23862094,18.52059066,Snow,12.498,0.521,Abohar,India,29.74N,73.85E,Kharif     ,Niger seed,1,1
10.42.0.211-10.42.0.1-28981-53-17,09-06-22,0.0,77.50046546,0.061089723,Rain,12.398,0.507,Abohar,India,29.74N,73.85E,Kharif     ,Onion,1,1
222.73.28.96-10.42.0.211-80-57014-6,10-06-22,0.0,94.46338688,4.407043006,Snow,14.694,0.45299999999999996,Abohar,India,29.74N,73.85E,Kharif     ,Other Kharif pulses,0,0
172.217.9.238-10.42.0.151-443-40662-6,11-06-22,0.0,93.16477613,17.04422738,Sunny,20.948,0.505,Abohar,India,29.74N,73.85E,Kharif     ,Potato,0,0
172.217.6.227-10.42.0.211-443-36002-6,12-06-22,6.7791882370000005,35.78191865,18.26969355,Snow,26.406999999999996,0.845,Abohar,India,29.74N,73.85E,Kharif     ,Ragi,0,0
180.149.136.194-10.42.0.42-443-54267-6,13-06-22,3.01857818,61.29252374,6.799253945,Rain,29.307,0.34299999999999997,Abohar,India,29.74N,73.85E,Kharif     ,Rice,1,1
151.101.1.140-10.42.0.211-443-44567-6,14-06-22,0.0,38.5760763,2.713276857,Sunny,32.999,0.647,Abohar,India,29.74N,73.85E,Kharif     ,Sesamum,1,1
192.229.173.173-10.42.0.151-80-44120-6,15-06-22,8.215178714,69.37567194,8.640274717,Rain,33.159,0.733,Abohar,India,29.74N,73.85E,Kharif     ,Small millets,1,1
10.42.0.211-72.30.3.43-51065-443-6,16-06-22,0.0,52.98136771,17.75665422,Sunny,31.43,0.435,Abohar,India,29.74N,73.85E,Kharif     ,Sunflower,1,1
10.42.0.1-10.42.0.42-53-4050-17,17-06-22,0.0,92.23086295,15.80300087,Cloudy,31.328000000000003,0.418,Abohar,India,29.74N,73.85E,Kharif     ,Urad,1,1
192.229.173.173-10.42.0.42-80-48399-6,18-06-22,7.758540422,81.222656,13.34124641,Cloudy,26.807,0.409,Abohar,India,29.74N,73.85E,Rabi       ,Dry chillies,0,0
202.77.129.185-10.42.0.211-80-55779-6,19-06-22,0.0,94.50596525,4.5503556519999995,Sunny,20.158,0.515,Abohar,India,29.74N,73.85E,Rabi       ,Gram,1,1
192.229.163.180-10.42.0.42-443-58662-6,20-06-22,0.0,56.83843357,3.14844037,Rain,13.661,0.51,Abohar,India,29.74N,73.85E,Rabi       ,Groundnut,0,0
192.229.173.173-10.42.0.211-80-55326-6,21-06-22,5.420767556,43.52932175,13.04672926,Cloudy,12.940999999999999,0.322,Abohar,India,29.74N,73.85E,Rabi       ,Horse-gram,0,0
10.42.0.211-10.42.0.1-20689-53-17,22-06-22,4.735637741000001,89.98972781,19.6723496,Rain,16.28,0.374,Abohar,India,29.74N,73.85E,Rabi       ,Jowar,0,0
10.42.0.211-31.13.80.52-42522-443-6,23-06-22,0.0,76.62284952,14.44228083,Snow,24.519000000000002,0.457,Abohar,India,29.74N,73.85E,Rabi       ,Maize,1,1
183.79.250.123-10.42.0.211-443-33960-6,24-06-22,0.0,83.22799371,5.764076426,Rain,30.799,0.499,Abohar,India,29.74N,73.85E,Rabi       ,Moong(Green Gram),0,0
220.243.235.201-10.42.0.211-80-46741-6,25-06-22,0.0,52.23154931,18.64444614,Partly Cloudy,34.698,0.325,Abohar,India,29.74N,73.85E,Rabi       ,Onion,1,1
10.42.0.151-23.21.66.160-59329-443-6,26-06-22,0.0,53.46897892,5.483446985,Rain,35.428000000000004,0.396,Abohar,India,29.74N,73.85E,Rabi       ,Other  Rabi pulses,0,0
172.217.12.170-10.42.0.151-443-40546-6,27-06-22,0.0,56.63883329,15.85499372,Snow,34.156,0.47200000000000003,Abohar,India,29.74N,73.85E,Rabi       ,Ragi,1,1
172.217.10.106-10.42.0.151-443-47134-6,28-06-22,0.0,43.34553853,17.88152967,Rain,31.034000000000002,0.506,Abohar,India,29.74N,73.85E,Rabi       ,Rice,0,0
10.42.0.211-31.13.69.203-59042-443-6,29-06-22,5.183597031000001,44.9545344,6.069401141,Cloudy,30.026999999999997,0.317,Abohar,India,29.74N,73.85E,Rabi       ,Sunflower,1,1
10.42.0.211-10.42.0.1-4219-53-17,30-06-22,0.0,51.15600215,8.028572062,Partly Cloudy,24.87,0.251,Abohar,India,29.74N,73.85E,Rabi       ,Urad,1,1
10.42.0.211-10.42.0.1-40900-53-17,01-07-22,0.0,80.61692602,2.310179573,Cloudy,19.147000000000002,0.321,Abohar,India,29.74N,73.85E,Summer     ,Dry chillies,0,0
172.217.11.46-10.42.0.151-443-39126-6,02-07-22,7.425689696,54.85784206,18.71985248,Partly Cloudy,14.878,0.602,Abohar,India,29.74N,73.85E,Summer     ,Jowar,1,1
172.217.12.206-10.42.0.151-443-37160-6,03-07-22,6.708411279,97.40450277,13.70396955,Sunny,11.901,0.47700000000000004,Abohar,India,29.74N,73.85E,Summer     ,Maize,0,0
10.42.0.211-106.39.162.36-53898-80-6,04-07-22,0.0,68.73523983,6.604441709,Sunny,16.239,0.445,Abohar,India,29.74N,73.85E,Summer     ,Onion,0,0
183.79.248.124-10.42.0.211-443-40419-6,05-07-22,0.0,33.12215115,15.91603493,Sunny,22.208000000000002,0.392,Abohar,India,29.74N,73.85E,Summer     ,Ragi,1,1
